Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Baeospora myosura,(Fr.) Singer,,crowded gills,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Cyphellaceae,,,Baeospora,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,118349,FUN
Battarrea phalloides,(Dicks.) Pers.,,scaley-stalked puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Battarrea,,,reported,unobserved,2008-10-25,Rene Zich,UBC,F29851,,,,,,119969,FUN
Bertia moriformis,(Tode) De Not.,,wood mulberry,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Coronophorales,,,Bertiaceae,,,Bertia,,,reported,unobserved,2017-05-06,Kent Brothers,VMS,,,,,,,381382,FUN
Biscogniauxia cf mediterranea,(De Not.) Kuntze,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Xylariales,,,Graphostromataceae,,,Biscogniauxia,,,reported,unobserved,2011-05-14,Kent Brothers,VMS,,,,,,,350183,FUN
Boletopsis subsquamosa,(L.) Kotl. & Pouzar,,kurokawa,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Boletopsis,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,194472,FUN
Boletus edulis,Bull.,,cep,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Boletus,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,48701,FUN
Bovista plumbea,Pers.,,tumbling puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Lycoperdaceae,,,Bovista,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118132,FUN
Callistosporium luteo-olivaceum,(Berk. & M.A. Curtis) Singer,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Biannulariaceae,,,Callistosporium,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22065,,,,,,118354,FUN
Cantharellula umbonata,(J.F. Gmel.) Singer,,grayling,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,,,Cantharellula,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,341438,FUN
Cerioporus squamosus,(Huds.) Fr.,,dryad’s saddle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Cerioporus,,,reported,unobserved,2007-04,Kent Brothers,VMS,,,,,,reported as Polyporus squamosus,940028,FUN
Cerioporus varius,(Pers.) Zmitr. & Kovalenko,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Cerioporus,,,reported,unobserved,2011-05-14,Kent Brothers,VMS,,,,,,reported as Polyporus varius,895267,FUN
Chalciporus piperatus,(Bull.) Bataille,,peppery bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Chalciporus,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,147354,FUN
Cheilymenia sp.,,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,Cheilymenia,,,reported,unobserved,2012-05-12,Kent Brothers,VMS,,,,,,,344607,FUN
Chlorociboria aeruginascens,"(Nyl.) Kanouse ex C.S. Ramamurthi, Korf & L.R. Batra",,green wood cup,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Chlorociboriaceae,,,Chlorociboria,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,122329,FUN
Chlorophyllum brunneum,(Farl. & Burt) Vellinga,,shaggy parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Chlorophyllum,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,58693,FUN
Chromosera cyanophylla,"(Fries) Redhead, Ammirati & Norvell",,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,,,Chromosera,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118359,FUN
Chroogomphus rutilus,(Schaeff.) O.K. Mill.,,colourful chroogomphus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Gomphidiaceae,,,Chroogomphus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,194275,FUN
Chroogomphus tomentosus,(Murrill) O.K. Mill.,,woolly chroogomphus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Gomphidiaceae,,,Chroogomphus,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,48639,FUN
Chrysomphalina chrysophylla,(Fr.) Clémençon,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,,,Chrysomphalina,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,484686,FUN
Ciboria rufofusca,(O. Weberb.) Sacc.,,fir cone fungus,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Sclerotiniaceae,,,Ciboria,,,reported,unobserved,2007-04-28,Kent Brothers,VMS,,,,,,,326843,FUN
Claviceps purpurea,(Fr.) Tul.,,purple ergot,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Hypocreales,,,Clavicipitaceae,,,Claviceps,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,360212,FUN
Clavulinopsis cf laeticolor,(Berk. & M.A. Curtis) R.H. Petersen,,golden fairy club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Clavariineae,,Clavariaceae,,,Clavulinopsis,,,reported,unobserved,2011-10,Kent Brothers,VMS,,,,,,,55273,FUN
Clavulinopsis corniculata,(Schaeff.) Corner,,meadow coral,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Clavariineae,,Clavariaceae,,,Clavulinopsis,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,179221,FUN
Clitocybe dealbata,(Sowerby) P. Kumm.,,sweat-producing clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Clitocybe,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,737863,FUN
Clitocybe deceptiva,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Clitocybe,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22060,,,,,,1186990,FUN
Clitocybe dilatata,P. Karst.,,crowded white clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Clitocybe,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,179747,FUN
Clitocybe fragrans,(With.) P.Kumm.,,anise mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Clitocybe,,,reported,unobserved,2010-04,Paul Kroeger,UBC,,,,,,reported as Clitocybe deceptiva H.E.Bigelow (1982); Berch indicates these are two separate spp.: “plausible but how differentiated from C. deceptiva? They are very similar.”,118370,FUN
Clitocybe nebularis,(Batsch) P. Kumm.,,clouded clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Clitocybe,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,63255,FUN
Clitocybe sclerotoidea,(Morse) H.E. Bigelow,,parasitic clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Clitocybe,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118374,FUN
Clitocybe vibecina,(Fr.) Quél.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Clitocybe,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,requires microscopy to ID (Shannon Berch),500300,FUN
Clitopilus prunulus,(Scop.) P. Kumm.,,sweetbread mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Entolomataceae,,,Clitopilus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,64708,FUN
Coltricia perennis,(L.) Murrill,,fairy stool,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,Coltricia,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,118034,FUN
Connopus acervatus,(Fr.) R.H. Petersen,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Connopus,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,565396,FUN
Conocybe apala,(Fr.) Arnolds,,white conehead,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Bolbitiaceae,,,Conocybe,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Conocybe lactea,117227,FUN
Conocybe filaris,(Fr.) Kühner,,ringed conehead,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Bolbitiaceae,,,Conocybe,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,179219,FUN
Coprinellus disseminatus,(Pers.) J.E. Lange,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Psathyrellaceae,,,Coprinellus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,56314,FUN
Coprinellus ephemerus,(Bull.) Redhead,,dung inky-cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Psathyrellaceae,,,Coprinellus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,410689,FUN
Coprinopsis atramentaria,"(Bull.) Redhead, Vilgalys & Moncalvo",,common ink cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Psathyrellaceae,,,Coprinopsis,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,48521,FUN
Cortinarius californicus,A.H. Sm.,,Californian webcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,species complex (Shannon Berch),67586,FUN
Cortinarius cinnamomeus,(L.) Fr.,,cinnamon webcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22075,,,,,,155225,FUN
Cortinarius glaucopus grp.,(Schaeff.) Gray,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,58678,FUN
Cortinarius malicorius,Fr.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Dermocybe croceofolia,194720,FUN
Cortinarius semisanguineus,(Fr.) Gillet,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,125353,FUN
Cortinarius vanduzerensis,A.H. Sm. & Trappe,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,196528,FUN
Crepidotus mollis,(Schaeff.) Staude,,jelly crepidotus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Crepidotaceae,,,Crepidotus,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118283,FUN
Crinipellis scabella,(Alb. & Schwein.) Murrill,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Marasmiaceae,,,Crinipellis,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Crinipellis stipitaria,118282,FUN
Cudoniella clavus,(Alb. & Schwein.) Dennis,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Helotiaceae,,,Cudoniella,,,reported,unobserved,2008-05-03,Kent Brothers,VMS,,,,,,,498074,FUN
Cuphophyllus pratensis,(Schaeff.) Bon,,meadow waxy cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,,,Cuphophyllus,,,reported,unobserved,2016-11,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Camarophyllus pratensis (Schaeff.) P. Kumm.,361641,FUN
Cyathus striatus,(Huds.) Willd.,,big-egg bird’s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Nidulariaceae,,,Cyathus,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,120242,FUN
Cystoderma amianthinum,(Scop.) Fayod,,saffron parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Squamanitaceae,,,Cystoderma,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,337956,FUN
Cystoderma aureum,(Matt.) Kühner & Romagn.,,Alaskan gold,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Squamanitaceae,,,Cystoderma,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Phaeolepiota aurea,790781,FUN
Cystodermella cinnabarina,(Alb. & Schwein.) Harmaja,,cinnamon cystoderma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Cystodermella,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,reported as Cystoderma cinnabarinum,499719,FUN
Cystolepiota bucknallii,(Berk. & Broome) Singer & Clémençon,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Cystolepiota,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,788014,FUN
Deconica inquilina,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Hymenogastraceae,,,Deconica,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Psilocybe inquilina,348703,FUN
Didymascella thujina,(E.J. Durand) Maire,,cedar leaf blight,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Cenangiaceae,,,Didymascella,,,reported,unobserved,2011-05-14,Kent Brothers,VMS,,,,,,,334409,FUN
Dissingia leucomelaena,(Pers.) K. Hansen & X.H. Wang,,white-footed elfin saddle,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,Dissingia,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,1069001,FUN
Endogone cf pisiformis,Link,,pea truffle,Fungi,Zygomycota,,,Zygomycetes,,,Endogonales,,,Endogonaceae,,,Endogone,,,reported,unobserved,2011-05,Kent Brothers,VMS,,,,,,,416183,FUN
Entoloma bloxamii,(Berk. & Broome) Sacc.,,midnight blue entoloma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Entoloma madidum,47164,FUN
Entoloma hirtipes,(Schumach.) M.M.Moser,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Nolanea hirtipes,500086,FUN
Entoloma holoconiotum,(Largent & Thiers) Noordel. & Co-David,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,,,reported,unobserved,2009-05,Kent Brothers,VMS,,,,,,,498111,FUN
Entoloma rhodopolium grp.,(Fr.) P. Kumm.,,rosy entoloma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,344658,FUN
Entoloma sericeum,(Bull.) Quél.,,silky pinkgill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,reported as Nolanea sericea,350740,FUN
Flammulina velutipes,(Curtis) Singer,,velvet foot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Physalacriaceae,,,Flammulina,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,67594,FUN
Fuscoporia ferruginosa,(Schrad.) Murrill,,rusty porecrust,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,Fuscoporia,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Phellinus ferruginosus,995145,FUN
Geastrum quadrifidum,Pers.,,earthstar,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Geastrales,,,Geastraceae,,,Geastrum,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,350832,FUN
Geastrum saccatum,Fr.,,sessile earthstar,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Geastrales,,,Geastraceae,,,Geastrum,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,63557,FUN
Geoglossum fallax,E.J. Durand,,earth tongue,Fungi,Ascomycota,Pezizomycotina,,Geoglossomycetes,,,Geoglossales,,,Geoglossaceae,,,Geoglossum,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22157,,,,,,205843,FUN
Geopora cooperi,Harkn.,,velvet foot,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,Geopora,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118136,FUN
Geopyxis carbonaria,(Alb. & Schwein.) Sacc.,,stalked bonfire cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,Geopyxis,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F32463,,,,,,117995,FUN
Geopyxis vulcanalis,(Peck) Sacc.,,vulcan pixie cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,Geopyxis,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,350848,FUN
Gerronema atrialbum,(Murrill) Borovička & Kolařík,,black-and-white clitocybula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Porotheleaceae,,,Gerronema,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Clitocybula atrialba (Murrill) Singer,936612,FUN
Gliophorus laetus,,,heath waxcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,,,Gliophorus,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22066,,,,,,524919,FUN
Glutinoglossum glutinosum,"(Pers.) Hustad, A.N. Mill.",,viscid black earth tongue,Fungi,Ascomycota,Pezizomycotina,,Geoglossomycetes,,,Geoglossales,,,Geoglossaceae,,,Glutinoglossum,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Geoglossum glutinosum,499794,FUN
Gomphidius glutinosus,(Schaeff.) Fr.,,slimy spike,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Gomphidiaceae,,,Gomphidius,,,reported,unobserved,2016-11-07,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,48424,FUN
Gomphidius smithii,Singer,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Gomphidiaceae,,,Gomphidius,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,344565,FUN
Gymnopilus penetrans,(Fr.) Murrill,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Strophariaceae,,,Gymnopilus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,194304,FUN
Gymnopus fuscopurpureus,(Pers.) Antonín,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Omphalotaceae,,,Gymnopus,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118301,FUN
Gyromitra melaleucoides,(Seaver) Pfister,,false morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Discinaceae,,,Gyromitra,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,372418,FUN
Hebeloma mesophaeum,,,veiled poison pie,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Hymenogastraceae,,,Hebeloma,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,192715,FUN
Hebeloma sacchariolens,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Hymenogastraceae,,,Hebeloma,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,382540,FUN
Heimiomyces fulvipes,,,orange fuzzy foot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,,,,Heimiomyces,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Xeromphalina fulvipes,1239846,FUN
Helminthosphaeria clavariarum,(Desm.) Fuckel,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Chaetosphaeriales,,,Helminthosphaeriaceae,,,Helminthosphaeria,,,reported,unobserved,2015-05-02,Kent Brothers,VMS,,,,,,,58708,FUN
Helvella acetabulum,(L.) Quél.,,vinegar cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,Helvella,,,reported,unobserved,2011-05-14,Kent Brothers,UBC,F22505,,,,,,57462,FUN
Helvella elastica,Bull.,,brown elfin saddle,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,Helvella,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,63246,FUN
Helvella lactea,Boud.,,fluted white helvella,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,Helvella,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,350985,FUN
Heterobasidion annosum,(Fr.) Bref.,,annosus root & butt rot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Bondarzewiaceae,,,Heterobasidion,,,reported,unobserved,2007-04,Kent Brothers,VMS,,,,,,,194485,FUN
Heterotextus luteus,(Bres.) McNabb,,golden jelly cone,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,Dacrymycetaceae,,,Heterotextus,,,reported,unobserved,2010-04-17,Kent Brothers,VMS,,,,,,,382584,FUN
Hydnellum aurantiacum,,,orange rough-cap tooth,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Hydnellum,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,118060,FUN
Hydnellum caeruleum,,,blue tooth,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Hydnellum,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,52525,FUN
Hydnellum scabrosum,"(Fr.) E.Larss., K.H.Larss. & Kõljalg",,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Hydnellum,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,reported as Sarcodon scabrosum,931835,FUN
Hydnoporia tabacina,"(Sowerby) Spirin, Miettinen & K.H. Larss.",,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,Hydnoporia,,,reported,unobserved,2010-04,Kent Brothers,VMS,,,,,,reported as Pseudochaete tabacina,1038681,FUN
