"","Taxon","Taxon Author","Subtaxon Author","Common Name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Superfamily","Family","Subfamily","Tribe","Genus","Species","Hybrid","Subspecies","Variety","Origin","Provincial Status","National Status","Reporting Status","Observation","Collected/Reported (y-m-d)","Collector/Source","Collection/List","Accession Number","GBIF ID","First Observed","Observer","iNaturalist Link","Notes","ID","Stats Code"
"243","Microcladia","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Ceramiales","","","Ceramiaceae","","","Microcladia","","","","","","","","","","","","","","","2019-03-16","grrrace","https://www.inaturalist.org/observations/21351366","","71117",""
"244","Schizymenia","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Gigartinales","","","Schizymeniaceae","","","Schizymenia","","","","","","","","","","","","","","","2019-05-04","joanseptembre","https://www.inaturalist.org/observations/24711788","","180618",""
"245","Sarcodiotheca","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Gigartinales","","","Solieriaceae","","","Sarcodiotheca","","","","","","","","","","","","","","","2019-05-05","lenachiasson","https://www.inaturalist.org/observations/24937124","","337540",""
"246","Odonthalia","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Ceramiales","","","Rhodomelaceae","","","Odonthalia","","","","","","","","","","","","","","","2019-05-04","aimeepelletier","https://www.inaturalist.org/observations/25199679","","117831",""
"247","Prionitis","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Halymeniales","","","Halymeniaceae","","","Prionitis","","","","","","","","","","","","","","","2019-05-04","dmetzger","https://www.inaturalist.org/observations/25587748","","117839",""
"248","Plocamium cartilagineum pacificum","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Plocamiales","","","Plocamiaceae","","","Plocamium","cartilagineum","","pacificum","","","","","","","","","","","","2019-05-04","bclarkston","https://www.inaturalist.org/observations/25861013","","339051",""
"249","Chondracanthus","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Gigartinales","","","Gigartinaceae","","","Chondracanthus","","","","","","","","","","","","","","","2019-05-04","bclarkston","https://www.inaturalist.org/observations/25861022","","117813",""
"250","Bossiella","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Corallinophycidae","","Corallinales","","","Corallinaceae","Corallinoideae","","Bossiella","","","","","","","","","","","","","","","2019-05-04","bclarkston","https://www.inaturalist.org/observations/25861026","","127155",""
"251","Pseudolithophyllum","","","encrusting coralline algae","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Corallinophycidae","","Corallinales","","","Corallinaceae","","","Pseudolithophyllum","","","","","","","","","","","","","","","2021-02-19","lovealllife","https://www.inaturalist.org/observations/69845928","","345846",""
"252","Polysiphonia","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Ceramiales","","","Rhodomelaceae","","Polysiphonieae","Polysiphonia","","","","","","","","","","","","","","","2021-03-07","siobhan_schenk","https://www.inaturalist.org/observations/70916544","","117836",""
"253","Callophyllis","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Gigartinales","","","Kallymeniaceae","","","Callophyllis","","","","","","","","","","","","","","","2021-05-27","kevintoo","https://www.inaturalist.org/observations/80810360","","183048",""
"254","Smithora naiadum","","","seagrass laver","Plantae","Rhodophyta","","","Compsopogonophyceae","","","Erythropeltidales","","","Erythrotrichiaceae","","","Smithora","naiadum","","","","","","","","","","","","","","2021-11-07","lovealllife","https://www.inaturalist.org/observations/100612316","","339024",""
"255","Membranoptera platyphylla","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Ceramiales","","","Delesseriaceae","Delesserioideae","","Membranoptera","platyphylla","","","","","","","","","","","","","","2022-02-24","chlorophilia","https://www.inaturalist.org/observations/107423008","","873897",""
"256","Polyneura latissima","","","crisscross network","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Ceramiales","","","Delesseriaceae","","","Polyneura","latissima","","","","","","","","","","","","","","2022-02-25","chlorophilia","https://www.inaturalist.org/observations/107457361","","339014",""
"257","Membranoptera","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Ceramiales","","","Delesseriaceae","Delesserioideae","","Membranoptera","","","","","","","","","","","","","","","2022-02-25","chlorophilia","https://www.inaturalist.org/observations/107457364","","326281",""
"258","Calliarthron tuberculosum","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Corallinophycidae","","Corallinales","","","Corallinaceae","Corallinoideae","","Calliarthron","tuberculosum","","","","","","","","","","","","","","2022-02-28","caitlin135","https://www.inaturalist.org/observations/107677379","","446884",""
"259","Gloiocladia laciniata","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Rhodymeniales","","","Faucheaceae","","","Gloiocladia","laciniata","","","","","","","","","","","","","","2019-05-04","imcote","https://www.inaturalist.org/observations/129284352","","429862",""
"260","Saccharina","","","","Chromista","Ochrophyta","","","Phaeophyceae","Fucophycidae","","Laminariales","","","Laminariaceae","","","Saccharina","","","","","","","","","","","","","","","2009-07-08","sherastreet","http://www.inaturalist.org/observations/2635152","","130243",""
"261","Coscinodiscus","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Coscinodiscophycidae","","Coscinodiscales","","","Coscinodiscaceae","","","Coscinodiscus","","","","","","","","","","","","","","","2004-07-22","lamawebber","https://www.inaturalist.org/observations/4848279","","123865",""
"262","Licmophora","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Fragilariophycidae","","Licmophorales","","","Licmophoraceae","","","Licmophora","","","","","","","","","","","","","","","2003-08-01","lamawebber","https://www.inaturalist.org/observations/4848883","","203613",""
"263","Gomphonema","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae","","Cymbellales","","","Gomphonemataceae","","","Gomphonema","","","","","","","","","","","","","","","2004-07-21","lamawebber","https://www.inaturalist.org/observations/4849029","","123886",""
"264","Ephemera","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae","","Naviculales","Naviculineae","","Plagiotropidaceae","","","Ephemera","","","","","","","","","","","","","","","2008-07-19","lamawebber","https://www.inaturalist.org/observations/4856515","","173671",""
"265","Chaetoceros","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Chaetocerotophycidae","","Chaetocerotales","","","Chaetocerotaceae","","","Chaetoceros","","","","","","","","","","","","","","","2009-12-17","lamawebber","https://www.inaturalist.org/observations/4873022","","123862",""
"266","Rhizosolenia setigera pungens","","","","Chromista","Ochrophyta","","","Bacillariophyceae","","","Rhizosoleniales","","","Rhizosoleniaceae","","","Rhizosolenia","setigera","","","","","","","","","","","","","","2009-08-12","lamawebber","https://www.inaturalist.org/observations/4873038","","1271514",""
"267","Rhizosolenia","","","","Chromista","Ochrophyta","","","Bacillariophyceae","","","Rhizosoleniales","","","Rhizosoleniaceae","","","Rhizosolenia","","","","","","","","","","","","","","","2009-07-06","lamawebber","https://www.inaturalist.org/observations/4873040","","203626",""
"268","Pseudo-nitzschia","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae","","Bacillariales","","","Bacillariaceae","","","Pseudo-nitzschia","","","","","","","","","","","","","","","2006-01-20","lamawebber","https://www.inaturalist.org/observations/4873093","","326230",""
"269","Pleurosigma","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae","","Naviculales","Naviculineae","","Pleurosigmataceae","","","Pleurosigma","","","","","","","","","","","","","","","2006-01-13","lamawebber","https://www.inaturalist.org/observations/4873109","","203608",""
"270","Navicula","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae","","Naviculales","Naviculineae","","Naviculaceae","","","Navicula","","","","","","","","","","","","","","","2006-01-02","lamawebber","https://www.inaturalist.org/observations/4873132","","203808",""
"271","Minidiscus","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae","","Thalassiosirales","","","Thalassiosiraceae","","","Minidiscus","","","","","","","","","","","","","","","2005-07-24","lamawebber","https://www.inaturalist.org/observations/4873137","","521677",""
"272","Amphora","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae","","Thalassiophysales","","","Catenulaceae","","","Amphora","","","","","","","","","","","","","","","2006-07-21","lamawebber","https://www.inaturalist.org/observations/4874677","","325558",""
"273","Aulacodiscus","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Coscinodiscophycidae","","Coscinodiscales","","","Aulacodiscaceae","","","Aulacodiscus","","","","","","","","","","","","","","","2010-12-29","lamawebber","https://www.inaturalist.org/observations/4874758","","521736",""
"274","Cylindrotheca closterium","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae","","Bacillariales","","","Bacillariaceae","","","Cylindrotheca","closterium","","","","","","","","","","","","","","2006-07-21","lamawebber","https://www.inaturalist.org/observations/5197566","","203739",""
"275","Cymbella","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae","","Cymbellales","","","Cymbellaceae","","","Cymbella","","","","","","","","","","","","","","","2006-01-10","lamawebber","https://www.inaturalist.org/observations/5197569","","123878",""
"276","Cocconeis","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae","","Cocconeidales","","","Cocconeidaceae","","","Cocconeis","","","","","","","","","","","","","","","2005-07-19","lamawebber","https://www.inaturalist.org/observations/5197578","","339306",""
"277","Achnanthes","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae","","Mastogloiales","","","Achnanthaceae","","","Achnanthes","","","","","","","","","","","","","","","2004-07-22","lamawebber","https://www.inaturalist.org/observations/5197598","","339308",""
"278","Fragilariopsis oceanica","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae","","Bacillariales","","","Bacillariaceae","","","Fragilariopsis","oceanica","","","","","","","","","","","","","","2006-01-24","lamawebber","https://www.inaturalist.org/observations/5197620","","534459",""
"279","Thalassiosira angustelineata","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae","","Thalassiosirales","","","Thalassiosiraceae","","","Thalassiosira","angustelineata","","","","","","","","","","","","","","2010-10-19","lamawebber","https://www.inaturalist.org/observations/9291115","","470488",""
"280","Fucus","","","vesicled rockweeds","Chromista","Ochrophyta","","","Phaeophyceae","Fucophycidae","","Fucales","","","Fucaceae","","","Fucus","","","","","","","","","","","","","","","2018-04-06","larissamarie","https://www.inaturalist.org/observations/10820189","","48217",""
"281","Scytosiphon","","","","Chromista","Ochrophyta","","","Phaeophyceae","Fucophycidae","","Ectocarpales","","","Scytosiphonaceae","","","Scytosiphon","","","","","","","","","","","","","","","2019-05-04","bclarkston","https://www.inaturalist.org/observations/25859550","","182964",""
"282","Cyclotella","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae","","Stephanodiscales","","","Stephanodiscaceae","","","Cyclotella","","","","","","","","","","","","","","","2006-01-24","lamawebber","https://www.inaturalist.org/observations/49991081","","345199",""
"283","Skeletonema","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae","","Thalassiosirales","","","Skeletonemataceae","","","Skeletonema","","","","","","","","","","","","","","","2010-08-11","lamawebber","https://www.inaturalist.org/observations/50051733","","326254",""
"284","Licmophora flabellata","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Fragilariophycidae","","Licmophorales","","","Licmophoraceae","","","Licmophora","flabellata","","","","","","","","","","","","","","2011-11-19","lamawebber","https://www.inaturalist.org/observations/50058346","","474014",""
"285","Fragilaria","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Fragilariophycidae","","Fragilariales","","","Fragilariaceae","","","Fragilaria","","","","","","","","","","","","","","","2006-07-25","lamawebber","https://www.inaturalist.org/observations/50177835","","200878",""
"286","Fragilariopsis","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae","","Bacillariales","","","Bacillariaceae","","","Fragilariopsis","","","","","","","","","","","","","","","2006-07-21","lamawebber","https://www.inaturalist.org/observations/50178725","","326250",""
"287","Diploneis","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae","","Naviculales","Diploneidineae","","Diploneidaceae","","","Diploneis","","","","","","","","","","","","","","","2006-01-22","lamawebber","https://www.inaturalist.org/observations/50195051","","345801",""
"288","Nitzschia reversa","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae","","Bacillariales","","","Bacillariaceae","","","Nitzschia","reversa","","","","","","","","","","","","","","2006-01-11","lamawebber","https://www.inaturalist.org/observations/50303688","","479914",""
"289","Trigonium","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Coscinodiscophycidae","","Stellarimales","","","Trigoniaceae","","","Trigonium","","","","","","","","","","","","","","","2005-01-24","lamawebber","https://www.inaturalist.org/observations/50307780","","841859",""
"290","Desmarestia","","","","Chromista","Ochrophyta","","","Phaeophyceae","Fucophycidae","","Desmarestiales","","","Desmarestiaceae","","","Desmarestia","","","","","","","","","","","","","","","2021-03-13","lovealllife","https://www.inaturalist.org/observations/71178849","","153316",""
"291","Vaucheria","","","","Chromista","Ochrophyta","","","Xanthophyceae","","","Vaucheriales","","","Vaucheriaceae","","","Vaucheria","","","","","","","","","","","","","","","2022-04-01","chlorophilia","https://www.inaturalist.org/observations/110152164","","53662",""
"292","Thalassiosira nordenskioeldii","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae","","Thalassiosirales","","","Thalassiosiraceae","","","Thalassiosira","nordenskioeldii","","","","","","","","","","","","","","2022-04-06","lamawebber","https://www.inaturalist.org/observations/111064233","","359968",""
"293","Thalassiosira eccentrica","","","","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae","","Thalassiosirales","","","Thalassiosiraceae","","","Thalassiosira","eccentrica","","","","","","","","","","","","","","2022-06-25","chlorophilia","https://www.inaturalist.org/observations/127062744","","359996",""
"294","Desmarestia ligulata","","","flattened acid kelp","Chromista","Ochrophyta","","","Phaeophyceae","Fucophycidae","","Desmarestiales","","","Desmarestiaceae","","","Desmarestia","ligulata","","","","","","","","","","","","","","2019-05-04","imcote","https://www.inaturalist.org/observations/129150963","","328357",""
"295","Neoagarum fimbriatum","","","","Chromista","Ochrophyta","","","Phaeophyceae","Fucophycidae","","Laminariales","","","Agaraceae","","","Neoagarum","fimbriatum","","","","","","","","","","","","","","2019-05-04","imcote","https://www.inaturalist.org/observations/129151046","","895193",""
