"","area","TaxonName","presence","HJ_comment","FPNW_note","critical_comments","reviewed","iNat_taxon","Family"
"1072","saanich","Sambucus racemosa var. arborescens",1,"Open woods, thickets, along the roadsides and edges of woods; very common throughout vars?","","","","Sambucus racemosa arborescens","Viburnaceae"
"1073","saanich","Sanicula arctopoides",1,"Beaches and coastal bluffs; sporadic; Beacon Hill, Clover Point, Cattle Point, Harling Point, Bentick Island, Trial Island and Foul Bay.","","","","Sanicula arctopoides","Apiaceae"
"1074","saanich","Sanicula bipinnatifida",1,"Open to partly wooded areas; occasional throughout.","","","","Sanicula bipinnatifida","Apiaceae"
"1075","saanich","Sanicula crassicaulis",1,"Wet to dry wooded places; common throughout.","","","","Sanicula crassicaulis","Apiaceae"
"1076","saanich","Sanicula europaea",1,"FL Goldstream 2008, AC Goldstream 1981.","not in FPNW2","","","Sanicula europaea","Apiaceae"
"1077","saanich","Sanicula graveolens",1,"Open and partly wooded areas; occasional in Lost and Prospect Lakes, Mount Douglas, Mt Finlayson and the Goldstream area.","","","","Sanicula graveolens","Apiaceae"
"1078","saanich","Saponaria officinalis",1,"Native of Europe; grown as an ornamental; established in a few areas. J Macoun Sidney 1914. Davidson Outer Wharf 1919. Newcombe Herald St 1936, Dallas Rd 1928. Hyggen Mt Douglas Park iNaturalist report 2020.","","","","Saponaria officinalis","Caryophyllaceae"
"1079","saanich","Sarcocornia perennis",1,"Salt marshes and beaches along the coast; locally abundant in suitable habitats. CDC Explorer lists as Sarcocornia pacifica (Standl.) A.J. Scott. H&C second edition = Sarcocornia perennis (Mill.) A.J. Scott - now revised to Salicornia pacifica Standl.","recorded by HJ: ‘Salicornia pacifica’; “FPNW2 appears to be following FNA (2003) which reports Sarcocornia perennis (prostrate, with woody stems readily rooting in the substrate) from BC and S. pacifica (procumbent to erect shrubs in which woody stems usually do not root) to include east coast of North America (New Hampshire south to Florida) , California and Mexico, but NOT BC. http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=129207; VASCAN has updated their names to Salicornia pacifica following a more recent treatment by Piirainen et al. 2017 that proposes a new infrageneric classification for Salicornia (incl. Sarcocornia) and shows Salicornia pacifica present in BC.Salicornia perennis is excluded. http://data.canadensys.net/vascan/search?q=sarcocorniaSo, you could move ahead of the pack and call your material Salicornia pacifica Standley sensu Piirianen et al. 2017 OR you could use the synonym Sarcocornia pacifica. I’ll propose the name change (Sarcocornia pacifica to Salicornia pacifica) for fall review, but it would not show up in Species Explorer/E-Flora until next year.” –MD","","","Salicornia perennis","Amaranthaceae"
"1080","saanich","Saxifraga cespitosa",1,"Rocky outcrops; occasional; Saanich, Royal Oak, Mount Douglas, Skirt Mountain, and Mount Finlayson. S. tridactylites introduced and once collected from Fort Rodd Hill.","","","","Saxifraga cespitosa","Saxifragaceae"
"1081","saanich","Saxifraga mertensiana",1,"Rare; known only from Saanich Arm, where it was collected by J. R. Anderson in 1901 and Pike Lake in the Highland district by M. C. Melburn in 1966. Vouchers not found, Koksilah and Shawnigan Lake nearest RBCM locations. Anderson's location vague.","","","","Saxifraga mertensiana","Saxifragaceae"
"1082","saanich","Saxifraga tridactylites",1,"FL Fort Rodd Hill Park. Mossy sea bluff abundant in undisturbed area 1996. Armstrong colletions same location 1974-1976.","","","","Saxifraga tridactylites","Saxifragaceae"
"1083","saanich","Scandix pecten-veneris",1,"G Hardy East Saanich 1944. No recent collections.","","","","Scandix pecten-veneris","Apiaceae"
"1084","saanich","Sceptridium multifidum",1,"Grasslands and open woods; occasional in suitable habitats; our only evergreen Botrychium.","","","","Sceptridium multifidum","Ophioglossaceae"
"1085","saanich","Schedonorus arundinaceus",1,"Native of Eurasia; escapee from cultivation in the Saanichton area; making sporadic occurrence in disturbed soil.","","","","Lolium arundinaceum","Poaceae"
"1086","saanich","Schedonorus pratensis",1,"Beacon Hill Park TCB 1997.","","","","Lolium pratense","Poaceae"
"1087","saanich","Schoenoplectus acutus",1,"Ponds and marshes; locally abundant; Prospect Lake, Pike Lake, Thetis Lake Park, and Island View Beach.","","","","Schoenoplectus acutus","Cyperaceae"
"1088","saanich","Schoenoplectus subterminalis",1,"Edges of lakes and ponds; rare; collected at Pike Lake by T. Todd in 1965 and 1967. Common at Thetis Lake and present at several other lakes TCB.","","","","Schoenoplectus subterminalis","Cyperaceae"
"1089","saanich","Scirpus cyperinus",1,"Swamps; rare; known only from North Saanich. M.C. Melburn two locations Saanich.","","","","Scirpus cyperinus","Cyperaceae"
"1090","saanich","Scirpus microcarpus",1,"Swampy ground; occasional; West Saanich and Esquimalt Lagoon.","","","","Scirpus microcarpus","Cyperaceae"
"1091","saanich","Scleranthus annuus",1,"Native of Europe; an occasional weed in gardens and waste places. A&OC Thetis Lake 1977. Henderson Uplands Park iNaturalist report 2020.","","","","Scleranthus annuus","Caryophyllaceae"
"1092","saanich","Scutellaria galericulata",1,"Wet meadows; restricted to Beaver, Elk, Lost, and Langford Lakes.","","","","Scutellaria galericulata","Lamiaceae"
"1093","saanich","Secale cereale",1,"Sarela, Percy & Chang Deep Cove 2007.","","","","Secale cereale","Poaceae"
"1094","saanich","Sedum acre",1,"Native of Europe; commonly cultivated; sometimes escaping from cultivation, but not persistent. (Appears to perrsist on urban rock outcrops.) Marr Colwood and Esquimalt 2007.","","","","Sedum acre","Crassulaceae"
"1095","saanich","Sedum album",1,"Native of Europe; occasionally escaping from cultivation.","","","","Sedum album","Crassulaceae"
"1096","saanich","Sedum divergens",1,"Rocky ledges and tallus slopes; rare; Victoria and Uplands; not collected recently. Only a nonflowering collection from Sooke at RBCM for near area.","","","","Sedum divergens","Crassulaceae"
"1097","saanich","Sedum lanceolatum",1,"Rocky outcrops, near saltwater, A&OC Lampson Park 1976, Trial Island 1976-81, Brentwood Bay 1976 FL Oak Bay 2012,","recorded by HJ: Sedum lanceolatum var. nesioticum; Sedum lanceolatum var. nesioticum not recognized in FPNW2","","","Sedum lanceolatum","Crassulaceae"
"1098","saanich","Sedum oreganum",1,"Rocky ledges and tallus slopes; rare; known from Victoria, Uplands, and the Oak Bay area.","","","","Sedum oreganum","Crassulaceae"
"1099","saanich","Sedum spathulifolium",1,"Coastal cliffs, ledges, and rocky outcrops; common throughout.","","","","Sedum spathulifolium","Crassulaceae"
"1100","saanich","Sedum stenopetalum",1,"Open, grassy places; dry, gravelly beaches and rock crevices; sporadic and locally abundant.","","","","Sedum stenopetalum","Crassulaceae"
"1101","saanich","Selaginella densa",1,"Collected from James Island in 1912 by J.M. Macoun. Voucher correctly identified, however, many of Macouns locations for collections during this part of his career have been questioned. This species is generally found on steep slopes in vegetation from the montain to alpine zones.","","""This species should not be in our area. The James Island collection is prob. S. wallacei which can be quite dense in habit. This is probably one of Macoun’s location mis-labeled collections."" FL","FL","Selaginella densa","Selaginellaceae"
"1102","saanich","Selaginella wallacei",1,"Exposed rocky bluffs and slopes; common throughout.","","","","Selaginella wallacei","Selaginellaceae"
"1103","saanich","Senecio sylvaticus",1,"Native of Europe; a weed of disturbed soil and waste places; common. throughout.","","","","Senecio sylvaticus","Asteraceae"
"1104","saanich","Senecio vulgaris",1,"Native of Europe; common weed throughout.","","","","Senecio vulgaris","Asteraceae"
"1105","saanich","Sericocarpus rigidus",1,"Open places; sporadic; Victoria and the Uplands.HLR Mill Hill report in BEN344.","","","","Sericocarpus rigidus","Asteraceae"
"1106","saanich","Setaria pumila",1,"Marr W Saanich Road 2007.","","","","Setaria pumila","Poaceae"
"1107","saanich","Setaria viridis",1,"Native of Europe; a weed in cultivated places; occasional in the Saanich area. var. viridis?","","","","Setaria viridis","Poaceae"
"1108","saanich","Shepherdia canadensis",1,"Open, wooded areas; occasional throughout; decreasing considerably; first collected in Victoria by J. R. Anderson in 1896.","","","","Shepherdia canadensis","Elaeagnaceae"
"1109","saanich","Sherardia arvensis",1,"Native of Europe; waste places and open disturbed sites; a locally common weed in lawns.","","","","Sherardia arvensis","Rubiaceae"
"1110","saanich","Sidalcea hendersonii",1,"Wet, grassy places; abundant in the past in Oak Bay and Sidney; occasional in areas adjacent to tideland.","","","","Sidalcea hendersonii","Malvaceae"
"1111","saanich","Silene antirrhina",1,"Dry, open places; rare; collected at Mount Douglas by G. A. Hardy in 1925. AC Mt Work 1978.","","","","Silene antirrhina","Caryophyllaceae"
"1112","saanich","Silene dioica",1,"Native of Eurasia; occasional in Victoria.","","","","Silene dioica","Caryophyllaceae"
"1113","saanich","Silene gallica",1,"Native of Europe; commonly established and weedy throughout.","","","","Silene gallica","Caryophyllaceae"
"1114","saanich","Silene latifolia",1,"Native of Europe; occasional throughout.","","","","Silene latifolia","Caryophyllaceae"
"1115","saanich","Silene menziesii",1,"C. Newcomb Saanich (?) 1916.","","","","Silene menziesii","Caryophyllaceae"
"1116","saanich","Silene noctiflora",1,"Native of Europe; occasional weed in grain fields and waste places. Anderson Saanich (?) 1917.","","","","Silene noctiflora","Caryophyllaceae"
"1117","saanich","Silene scouleri",1,"Open timberland; common throughout; variable. RTO Little D'Arcy Island, Trial Island. Alpha Islet, Griffin Island, Uplands Park.","","","","Silene scouleri","Caryophyllaceae"
"1118","saanich","Silene vulgaris",1,"Native of Europe; occasional weed in waste places.","","","","Silene vulgaris","Caryophyllaceae"
"1119","saanich","Silybum marianum",1,"Native of the Mediterranean region; well established in California; sporadic in Victoria and the Uplands area. Marr Colwood Corners, Wilkinson Road 2007","","","","Silybum marianum","Asteraceae"
"1120","saanich","Sinapis arvensis",1,"Native of Europe; common weed throughout.","","","","Sinapis arvensis","Brassicaceae"
"1121","saanich","Sisymbrium altissimum",1,"Native of Europe; a widespread weed; very common throughout.","","","","Sisymbrium altissimum","Brassicaceae"
"1122","saanich","Sisymbrium loeselii",1,"Melburn & Latimer Hamiota Street 1970","","","","Sisymbrium loeselii","Brassicaceae"
"1123","saanich","Sisymbrium officinale",1,"Native of Europe; common agricultural weed throughout.","","","","Sisymbrium officinale","Brassicaceae"
"1124","saanich","Sisyrinchium californicum",1,"Moist places at lowland; rare; Prospect and Pike Lakes","","","","Sisyrinchium californicum","Iridaceae"
"1125","saanich","Sisyrinchium idahoense",1,"vars? var. occidentale (E. P. Bicknell) Douglass M. Henderson var. macounii (E. P. Bicknell) Douglass M. Henderson var. segetum (E. P. Bicknell) Douglass M. Henderson. Wet grassy or mossy open places; most common in Oak Bay, Royal Oak, and Sidney.","","","","Sisyrinchium idahoense","Iridaceae"
"1126","saanich","Sium suave",1,"Swampy places and shallow water; common throughout in suitable habitat.","","","","Sium suave","Apiaceae"
"1127","saanich","Solanum americanum",1,"Marr Langford 2007, Goddard Royal Oak 1931. Maurice Hillside Ave 2019 iNaturalist observation.","","","","Solanum americanum","Solanaceae"
"1128","saanich","Solanum dulcamara",1,"Native of Eurasia; thickets, open woods, and ditches along the road; occasional throughout.","","","","Solanum dulcamara","Solanaceae"
"1129","saanich","Solanum nigrum",1,"A weed along roadsides and disturbed sites; cosmopolitan. Variable species with a number of segregates; we consider the Saanich Peninsula material in the broad sense without going into the taxonomy of this complex. Marr Langford 2007 classified as S. americanum var. nodiflorum","","","","Solanum nigrum","Solanaceae"
"1130","saanich","Solanum physalifolium var. nitidibaccatum",1,"Native of South America; occasional weed along roadsides and disturbed areas. Marr Central Saanich farm field 2007. Rott roadside Martindale Rd 2010.","","","","Solanum physalifolium nitidibaccatum","Solanaceae"
"1131","saanich","Solanum rostratum",1,"Wet places in disturbed areas; native of the Great Plains; occasionally found in Victoria.","","","","Solanum rostratum","Solanaceae"
"1132","saanich","Solanum triflorum",1,"A sporadic weed in fields and disturbed sites throughout.","","","","Solanum triflorum","Solanaceae"
"1133","saanich","Solidago lepida var. lepida",1,"Grassy places and open woods; common on suitable habitats throughout. var ?","","","","Solidago lepida lepida","Asteraceae"
"1134","saanich","Soliva sessilis",1,"Marr Beacon Hill Park 2006. Wesley parking lot Thetis lake 2008. HJ Cy Hampson Park, Sidney 2020. Many iNaturaliist observations for peninsula.","","","","Soliva sessilis","Asteraceae"
"1135","saanich","Sonchus arvensis ssp. uliginosus",1,"Native of Europe; one of the most common weeds in our area.","","","","Sonchus arvensis uliginosus","Asteraceae"
"1136","saanich","Sonchus asper",1,"Native of Europe; common weed of waste and disturbed places.","","","","Sonchus asper","Asteraceae"
"1137","saanich","Sonchus oleraceus",1,"Native of Europe; common weed of fields, waste places, and disturbed soils.","","","","Sonchus oleraceus","Asteraceae"
"1138","saanich","Sorbus aucuparia",1,"Native of Europe; planted as an ornamental and an occasional escapee from cultivation.","","","","Sorbus aucuparia","Rosaceae"
"1139","saanich","Sorbus sitchensis",1,"This native species is planted occasionally as a boulevard tree in Victoria. Krajina Mt Douglas Park 1950. Wick Portland Island iNaturalist report 2019.","","","","Sorbus sitchensis","Rosaceae"
"1140","saanich","Sparganium angustifolium",1,"Warrington Blenkinsop Lake, Rayonier Pond 1979.","","","","Sparganium angustifolium","Typhaceae"
"1141","saanich","Sparganium emersum",1,"Swamps and edges of lakes; sporadic in Lost, Elk, and Prospect Lakes. Collections identified as S. angustifolium at V for Cameron Lake and Prospect Lake. S. e. var. multipedunculatum","","","","Sparganium emersum","Typhaceae"
"1142","saanich","Sparganium eurycarpum",1,"Swamps and edges of lakes and streams; decreasing; Swan, Beaver, and Elk Lakes. Swan Lake Harcombe and Warrington 1979.","","","","Sparganium eurycarpum","Typhaceae"
"1143","saanich","Sparganium natans",1,"Swamps and shallow waters; rare; known only from the ponds and lakes in the Highland district. Thetis Lake Warrington and Bridger 1982.","","","","Sparganium natans","Typhaceae"
"1144","saanich","Spartium junceum",1,"TCB Dallas Rd bank overlooking sea shore 1993. KM same 2007, FL same 2015.","","","","Spartium junceum","Fabaceae"
"1145","saanich","Spergula arvensis",1,"Native of Europe; widely introduced throughout.","","","","Spergula arvensis","Caryophyllaceae"
"1146","saanich","Spergularia canadensis var. occidentalis",1,"Coastal tidelands; occasional throughout.","","","","Spergularia canadensis occidentalis","Caryophyllaceae"
"1147","saanich","Spergularia macrotheca",1,"Beaches and salt marshes; common throughout.","","","","Spergularia macrotheca","Caryophyllaceae"
"1148","saanich","Spergularia rubra",1,"Native of Europe; widely introduced throughout","","","","Spergularia rubra","Caryophyllaceae"
"1149","saanich","Spergularia salina",1,"Native of Europe; along the coast; common throughout.","","","","Spergularia marina","Caryophyllaceae"
"1150","saanich","Spinulum annotinum",1,"Wet woods; rare; collected by V. E. L. Goddard in 1929 on Horth Hill, north end of Saanich Peninsula. Usually montain/subalpine on the coast.","","","","Spinulum annotinum","Lycopodiaceae"
"1151","saanich","Spiraea douglasii",1,"Swamps, bogs, lake margins, and wet, swampy places; common throughout.","","","","Spiraea douglasii","Rosaceae"
"1152","saanich","Spiranthes romanzoffiana",1,"Open, grassy places and parklands; becoming rare; occasional in Uplands Park, Sidney, and the Highland district.","","","","Spiranthes romanzoffiana","Orchidaceae"
"1153","saanich","Spirodela polyrrhiza",1,"Standing fresh water; Swan, Beaver, and Elk Lakes.","","","","Spirodela polyrhiza","Araceae"
"1154","saanich","Stachys arvensis",1,"Native of Europe; cultivated ground; naturalized; Oak Bay and Beacon Hill Park. FL&JP Ten Mile Point beach trail 2001.","","","","Stachys arvensis","Lamiaceae"
"1155","saanich","Stachys cooleyae",1,"Streambanks and moist land; sporadic throughout.","","","","Stachys chamissonis cooleyae","Lamiaceae"
"1156","saanich","Stachys mexicana",1,"Look at V - no records in CDC Explorer. Copley Goldstream 1920.","","","","Stachys mexicana","Lamiaceae"
"1157","saanich","Stellaria alsine",1,"Native of Eurasia; sporadic as a lawn weed.","","","","Stellaria alsine","Caryophyllaceae"
"1158","saanich","Stellaria borealis ssp. sitchana",1,"Wet soil; common throughout;.","","","","Stellaria borealis sitchana","Caryophyllaceae"
"1159","saanich","Stellaria crispa",1,"Moist places; occasional; Victoria, Lost Lake, Gordon Head, Sidney, and the Goldstream area.","","","","Stellaria crispa","Caryophyllaceae"
"1160","saanich","Stellaria longipes",1,"Wet meadows and streambanks; sporadic; Uplands and Sidney. Variable species with a number of segregates described; we consider that the peninsula material belongs to S. longipes in the broad sense, realizing geographical segregates in this polymorphic complex.","","","","Stellaria longipes","Caryophyllaceae"
"1161","saanich","Stellaria media",1,"Native of Europe; widely distributed and a troublesome weed.","","","","Stellaria media","Caryophyllaceae"
"1162","saanich","Stellaria nitens",1,"Grassy hillsides and gravelly soil; occasional throughout.","","","","Stellaria nitens","Caryophyllaceae"
"1163","saanich","Stellaria pallida",1,"FL Dock Island 2005. FL Cadboro Bay 2009, 2012.","","","","Stellaria apetala","Caryophyllaceae"
"1164","saanich","Streptopus amplexifolius",1,"Moist, shady to partly open woods, on rich humus soil; fairly common throughout.","","","","Streptopus amplexifolius","Liliaceae"
"1165","saanich","Struthiopteris spicant",1,"In damp, open, coniferous forests and damp shady places; most common in the Goldstream, Highland, and Langford areas.","","","","Struthiopteris spicant","Blechnaceae"
"1166","saanich","Stuckenia pectinata",1,"Saanich (location of voucher?). A&O Ceska collection Goldstream River outside Saanich Flora range?","","","","Stuckenia pectinata","Potamogetonaceae"
"1167","saanich","Suaeda calceoliformis",1,"Check vouchers. H&C2018 and FofNA say no, maritima only in east. No Saanich Peninsula records calceoliformis CPNWH or CDC Explorer. Several Alexander Archipelago records. Point Roberts and Whidby Island.","","","","Suaeda calceoliformis","Amaranthaceae"
"1168","saanich","Symphoricarpos albus",1,"Open ground, woods, and thickets; common throughout.","","","","Symphoricarpos albus","Caprifoliaceae"
"1169","saanich","Symphoricarpos mollis var. hesperius",1,"Open woods, bushland, and dry thickets; locally abundant.","","","","Symphoricarpos mollis hesperius","Caprifoliaceae"
"1170","saanich","Symphyotrichum bracteolatum",1,"Moist places; sporadic; Victoria, Elk Lake, and the Highland district.","","","","Symphyotrichum bracteolatum","Asteraceae"
"1171","saanich","Symphyotrichum chilense",1,"Newcomg Island View Beach 1928, Turner Gordon head 1966, TCB Uplands Park 1991, A&OC Trial Island 1998, Stephe lot near Parliament Buildings 1981. Henry's Sidney record confirmed by Douglas and Allen 1985","","","","Symphyotrichum chilense","Asteraceae"
"1172","saanich","Symphyotrichum foliaceum",1,"Moist, wooded places; occasional; Victoria, Beacon Hill, Swan Lake, and Sidney; very variable and similar to A. subspicatus. Only collection at V in area was from a garden. GD & GA reidentified others?","","","","Symphyotrichum foliaceum","Asteraceae"
"1173","saanich","Symphyotrichum lanceolatum var. hesperium",1,"Moist ground; rare; collected by M. C. Melburn in 1964 at Swan Lake. Voucher not found, GD&GA reidentified?","","","","Symphyotrichum lanceolatum hesperium","Asteraceae"
"1174","saanich","Symphyotrichum spathulatum",1,"Damp meadows; occasional; Saanich and the Goldstream area. No voucher found at V, no records on CDC Explorer.","","","","Symphyotrichum spathulatum","Asteraceae"
"1175","saanich","Symphyotrichum subspicatum",1,"Seashores and moist woodland; sporadic throughout; an unstable species similar to A. foliaceus. Check GD&GA idents.","","","","Symphyotrichum subspicatum","Asteraceae"
"1176","saanich","Symphytum officinale",1,"Native of Europe; escaped from cultivation and established along roadsides and in old orchards in the Royal Oak area.","","","","Symphytum officinale","Boraginaceae"
"1177","saanich","Tanacetum parthenium",1,"Native of Europe; occasional escapee from cultivation; Victoria and Ten Mile Point, Marr Colwood roadside, Sidney ferry terminal 2007. Many iNaturalist reports throughout.","","","","Tanacetum parthenium","Asteraceae"
"1178","saanich","Tanacetum vulgare",1,"Native of Europe; escapee from cultivation and sporadic along the roads and waste places throughout.","","","","Tanacetum vulgare","Asteraceae"
"1179","saanich","Taraxacum erythrospermum",1,"Lawns, roadsides, waste areas. HLR 2002, Thomas 2013.","","","","Taraxacum erythrospermum","Asteraceae"
"1180","saanich","Taraxacum officinale",1,"Native of Europe; very common weed of lawns and disturbed places throughout.","","","","Taraxacum officinale","Asteraceae"
"1181","saanich","Taxus brevifolia",1,"Moist woods, along streams and shady wet places; throughout in suitable habitats","","","","Taxus brevifolia","Taxaceae"
"1182","saanich","Teesdalia nudicaulis",1,"Native of Europe; a sporadic weed throughout.","","","","Teesdalia nudicaulis","Brassicaceae"
"1183","saanich","Tellima grandiflora",1,"In wooded areas, along streams, and on wet, fertile soil; Uplands, Cadboro Bay, Sidney, and Goldstream, and in a number of isolated localities; locally very abundant.","","","","Tellima grandiflora","Saxifragaceae"
"1184","saanich","Teucrium hircanicum",1,"Starzomski iNaturalist observation Uvic 2021. Appears to be naturalizing? Original id Teucrium scorodonia L.","not in FPNW2","","","Teucrium hircanicum","Lamiaceae"
"1185","saanich","Thalictrum occidentale",1,"Open woods and meadows; sporadic in Sidney and Goldstream. JKH Discovery island 1890.","","","","Thalictrum occidentale","Ranunculaceae"
"1186","saanich","Thlaspi arvense",1,"Native of Eurasia; common weed throughout.","","","","Thlaspi arvense","Brassicaceae"
"1187","saanich","Thuja plicata",1,"Moist bottom lands to rarely dry, exposed ridges; common throughout. An attractive ornamental and also used as hedge material; wood aromatic, resistant to rot.","","","","Thuja plicata","Cupressaceae"
"1188","saanich","Thymus pulegioides",1,"Native of Eurasia; collected by M. C. Melburn at John Dean Park in 1963. persisting? MCM also has collection of T. praecox Opiz from John Dean Park 1963.","","","","Thymus pulegioides","Lamiaceae"
"1189","saanich","Thysanocarpus curvipes",1,"Open hillsides and edge of woods; sporadic and quite abundant locally.","","","","Thysanocarpus curvipes","Brassicaceae"
"1190","saanich","Tiarella trifoliata var. laciniata",1,"Rare; known from Goldstream Park, where it was collected by M. C. Melburn in 1962. A&OC Wolf Hill; Niagara Canyon; Wolf Hill and Niagara Canyon.1995.","","","","Tiarella trifoliata laciniata","Saxifragaceae"
"1191","saanich","Tiarella trifoliata var. trifoliata",1,"Moist woods and stream banks; very common locally; Saanichton, Sidney, Mount Douglas, and Goldstream.","","","","Tiarella trifoliata trifoliata","Saxifragaceae"
"1192","saanich","Tiarella trifoliata var. unifoliata",1,"Rare; known only from the Goldstream area, where it was collected by J. Macoun in 1898. Bertrand Saanich 1918.","","","","Tiarella trifoliata unifoliata","Saxifragaceae"
"1193","saanich","Tolmiea menziesii",1,"Fraser Prospect Lake iNaturalist observation 2020. Possibly not occuring on peninsula.","","","","Tolmiea menziesii","Saxifragaceae"
"1194","saanich","Torreyochloa pallida var. pauciflora",1,"Wet open areas; rare; John Dean Park and Sidney. Really, rare??","","","","Torreyochloa pallida pauciflora","Poaceae"
"1195","saanich","Toxicodendron diversilobum",1,"Dry woods and exposed rocky places. A number of records came from Saanich Arm, where it was collected by J. R. Anderson in 1896-1917; recently reported by F. King 1963 from Prospect Lake and the Highland area. GD and A&OC collections McCurdy Point just across Saanich Inlet from Gowland Todd.","","","","Toxicodendron diversilobum","Anacardiaceae"
"1196","saanich","Toxicoscordion venenosum var. venenosum",1,"Open, grassy places and rocky ledges throughout the area.","","","","Toxicoscordion venenosum venenosum","Melanthiaceae"
"1197","saanich","Tragopogon dubius",1,"Native of Europe; open, dry places; sporadic; most common in the Victoria area.","","","","Tragopogon dubius","Asteraceae"
"1198","saanich","Tragopogon porrifolius",1,"Native of Europe; roadside and waste places; locally abundant.","","","","Tragopogon porrifolius","Asteraceae"
"1199","saanich","Tragopogon pratensis",1,"Native of Europe; roadsides and waste places; sporadic throughout the area. GD says not present ?","","","","Tragopogon pratensis","Asteraceae"
"1200","saanich","Trautvetteria caroliniensis",1,"Moist woods and along streams; restricted to the Goldstream area.","","","","Trautvetteria caroliniensis","Ranunculaceae"
"1201","saanich","Trifolium arvense",1,"Marr Esquimalt roadside 2007. iNaturalist reports Victoria, Esquimalt, Langford,Goldstream.","","","","Trifolium arvense","Fabaceae"
"1202","saanich","Trifolium aureum",1,"Introduced from Europe; occasional along roadsides and waste places. No herbarium records for area.","","","","Trifolium aureum","Fabaceae"
"1203","saanich","Trifolium campestre",1,"Native of Europe; now widely spread throughout the area in waste places and lawns.","","","","Trifolium campestre","Fabaceae"
"1204","saanich","Trifolium depauperatum",1,"Open, wet ground; sporadic; most common in Beacon Hill, Oak Bay, and Uplands Park. HJ Sidney Island 1977. HLR Mill Hill report in BEN344.","","","","Trifolium depauperatum","Fabaceae"
"1205","saanich","Trifolium dichotomum",1,"Rare; reported by Macoun from Oak Bay and William Head; not collected recently. Check recent peninsula collections. CDC Explorer no records for area.","","","","Trifolium dichotomum","Fabaceae"
"1206","saanich","Trifolium dubium",1,"Native of Europe; widely distributed in lawns and waste grounds throughout.","","","","Trifolium dubium","Fabaceae"
"1207","saanich","Trifolium fragiferum",1,"A&OC McTavishRd 1974. FL Rithets Bog 2006.","","","","Trifolium fragiferum","Fabaceae"
"1208","saanich","Trifolium fucatum",1,"No recent nearby records. Once collected as a waif in Seattle, otherwise Oregon and south.","","","","Trifolium fucatum","Fabaceae"
"1209","saanich","Trifolium glomeratum",1,"FL collections: Pt Ellice Bridge 2009, Cadboro Bay 2009, Oak Bay 2009, Uplands Park 2009, lawns.","","","","Trifolium glomeratum","Fabaceae"
"1210","saanich","Trifolium gracilentum",1,"Bellingham only near record from Suksdorf herbarium (location a guess).","","","","Trifolium gracilentum","Fabaceae"
"1211","saanich","Trifolium hybridum",1,"Native of Europe; escapee from cultivation; frequent in Victoria, Oak Bay, and Sidney.","","","","Trifolium hybridum","Fabaceae"
"1212","saanich","Trifolium incarnatum",1,"Native of Europe; established on waste land in Victoria, Oak Bay, and Saanich.","","","","Trifolium incarnatum","Fabaceae"
"1213","saanich","Trifolium microcephalum",1,"Meadows, hillsides, and sandy streambanks; generally distributed in Ten Mile Point, Sidney, Thetis Lake Park, and Goldstream. Original printing macro.. should be micro.. Many microcephalum collections for area.","","","","Trifolium microcephalum","Fabaceae"
"1214","saanich","Trifolium microdon",1,"Meadows and slopes on sandy or rocky soils; locally common in Victoria, Oak Bay, Sidney, Thetis Lake Park, and the Highland district.","","","","Trifolium microdon","Fabaceae"
"1215","saanich","Trifolium oliganthum",1,"Grassland on dry, rocky soils; locally abundant in the Uplands Park, Mount Douglas, Sidney, and the Highland district.","","","","Trifolium oliganthum","Fabaceae"
"1216","saanich","Trifolium pratense",1,"Native of Europe; well established and very common throughout.","","","","Trifolium pratense","Fabaceae"
"1217","saanich","Trifolium repens",1,"Native of Europe; established and very common throughout; most common in lawns and grassy meadows.","","","","Trifolium repens","Fabaceae"
"1218","saanich","Trifolium striatum",1,"HLR Falaise Municipal Park 2006, FL Bay Street 2009, FL several locations Uvic and Oak Bay 2009.","","","","Trifolium striatum","Fabaceae"
"1219","saanich","Trifolium subterraneum",1,"Everywhere in Sidney, roadsides, parks and lawn throughout. Many iNaturalist reports throughout.","","","","Trifolium subterraneum","Fabaceae"
"1220","saanich","Trifolium variegatum",1,"Moist grounds; Oak Bay, Gonzales, Sidney, and Langford; common locally.","","","","Trifolium variegatum","Fabaceae"
"1221","saanich","Trifolium willdenovii",1,"Meadowland and grassy hillsides; common in suitable habitats throughout.","","","","Trifolium willdenovii","Fabaceae"
"1222","saanich","Trifolium wormskioldii",1,"Meadows, streambanks, and coastal areas; locally very abundant in Oak Bay, Esquimalt, and Sidney.","","","","Trifolium wormskioldii","Fabaceae"
"1223","saanich","Triglochin concinna var. concinna",1,"Protected mudflats Sidney, Sidney Island, James Island.","","","","Triglochin concinna concinna","Juncaginaceae"
"1224","saanich","Triglochin maritima",1,"Salt marshes; common along beaches throughout.","","","","Triglochin maritima","Juncaginaceae"
"1225","saanich","Triglochin scilloides",1,"Shallow water; rare; collected only at Beaver Lake by C. F. Newcombe in 1920, not recollected since. Newcombe voucher not located at V. No other collections for Saanich Penninsula. Only BC collections at V Pitt River and Somass Estuary, Port Alberni. AC and FL several collections Vancouver area.","","","","Triglochin scilloides","Juncaginaceae"
"1226","saanich","Trillium ovatum",1,"Damp woods, on soil rich in humus; common throughout in suitable habitat.","","","","Trillium ovatum","Melanthiaceae"
