Scientific,Group,Date,Zone,Zone_Description,Latitude,Longitude,Source,Curator_Notes
Salix lasiandra var. lasiandra,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,Reported as Salix lucida
Salix scouleriana,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Salix sitchensis,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Salix sitchensis,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Sambucus racemosa,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Sambucus racemosa,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Sanicula crassicaulis,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Sedum spathulifolium,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Sedum spathulifolium,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Selaginella wallacei,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,Reported as Selaginella oregana; likely misidentification of Selaginella wallacei; I have tentatively adopted this ID instead
Silene sp.,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Sisymbrium officinale,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Sonchus oleraceus,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Stachys cooleyae,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,Reported as Stachys sp. (only Stachys cooleyae known for Galiano Island)
Stellaria crispa,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Stellaria media,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Stellaria media,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Stellaria media,Plants,2010-05-22,6,Douglas-fir - salal (grazed),48.94586904,-123.5137497,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Struthiopteris spicant,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Symphoricarpos albus,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Symphoricarpos albus,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Taraxacum sp.,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Taxus brevifolia,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Taxus brevifolia,Plants,2010-05-22,7,Douglas-fir / arbutus - Oregon grape,48.94473341,-123.5108315,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Tellima grandiflora,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Thlaspi arvense,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Thuja plicata,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Thuja plicata,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Thuja plicata,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Thuja plicata,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Thuja plicata,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Toxicoscordion venenosum,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Trifolium dubium,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Trifolium dubium,Plants,2010-05-22,6,Douglas-fir - salal (grazed),48.94586904,-123.5137497,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Trifolium repens,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Trifolium repens,Plants,2010-05-22,6,Douglas-fir - salal (grazed),48.94586904,-123.5137497,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Trifolium wormskioldii,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Trisetum spicatum,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Triteleia hyacinthina,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Urtica dioica,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Vaccinium ovatum,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Vaccinium ovatum,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Vaccinium parvifolium,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Vaccinium parvifolium,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Vaccinium parvifolium,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Veronica beccabunga,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Veronica peregrina,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Veronica serpyllifolia,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Vicia americana,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Vicia gigantea,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Vicia hirsuta,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Vicia sativa,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Vicia sativa,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Viola adunca,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Festuca sp.,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,Reported as Vulpia sp.
Zostera japonica,Plants,2010-05-22,12,intertidal,48.94286604,-123.5096513,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,Zone 12 is not clearly designated in map however the taxa reported make it clear that this was an intertidal survey
Zostera marina,Plants,2010-05-22,12,intertidal,48.94286604,-123.5096513,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,Zone 12 is not clearly designated in map however the taxa reported make it clear that this was an intertidal survey
Erodium cicutarium,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,Reported as Erodium sp.; only Erodium cicutarium expected
Heuchera micrantha,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Matricaria sp.,Plants,2010-05-22,6,Douglas-fir - salal (grazed),48.94586904,-123.5137497,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Moehringia macrophylla,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Myosotis scorpioides,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Phalaris arundinacea,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Veronica sp.,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Veronica sp.,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Elgaria coerulea,Reptiles,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Thamnophis sirtalis,Reptiles,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Collembola,Springtails,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Monadenia fidelis,Terrestrial molluscs,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
